player,color,opponent,result,event,site,date,year,eco,opening,plycount
Jose Raul Capablanca,black,"Corzo y Prinzipe, Juan",1/2-1/2,Havana m,Havana,1901.??.??,1901,C25,Vienna Game,39
Jose Raul Capablanca,white,"Corzo y Prinzipe, Juan",1/2-1/2,Havana m,Havana,1901.??.??,1901,A83,"Dutch Defense, Staunton Gambit",55
Jose Raul Capablanca,black,"Corzo y Prinzipe, Juan",0-1,Havana m,Havana,1901.??.??,1901,C25,Vienna Game,52
Jose Raul Capablanca,white,"Corzo y Prinzipe, Juan",1-0,Havana m,Havana,1901.??.??,1901,A83,"Dutch Defense, Staunton Gambit",117
Jose Raul Capablanca,black,"Corzo y Prinzipe, Juan",1/2-1/2,Havana m,Havana,1901.??.??,1901,C42,Petrov’s Defense,82
Jose Raul Capablanca,white,"Corzo y Prinzipe, Juan",1-0,Havana m,Havana,1901.??.??,1901,A06,Reti Opening,119
Jose Raul Capablanca,black,"Corzo y Prinzipe, Juan",1/2-1/2,Havana m,Havana,1901.??.??,1901,C67,"Ruy Lopez, Berlin Defense, Mortimer Trap",80
Jose Raul Capablanca,white,"Corzo y Prinzipe, Juan",0-1,Havana m,Havana,1901.??.??,1901,A80,Dutch Defense,92
Jose Raul Capablanca,white,"Raubitschek, Rudolf",1-0,New York,New York,1906.??.??,1906,C67,"Ruy Lopez, Berlin Defense, Mortimer Trap",69
Jose Raul Capablanca,black,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,D33,"Queen’s Gambit Declined, Tarrasch, 4...c5",60
Jose Raul Capablanca,white,"Marshall, Frank James",1-0,USA m,New York,1909.??.??,1909,C63,"Ruy Lopez, Schliemann Defense",63
Jose Raul Capablanca,black,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,D53,"QGD, Lasker Defense",72
Jose Raul Capablanca,white,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,C66,"Ruy Lopez, Berlin Defense, Classical Variation",38
Jose Raul Capablanca,black,"Marshall, Frank James",0-1,USA m,New York,1909.??.??,1909,D53,"QGD, Lasker Defense",104
Jose Raul Capablanca,white,"Marshall, Frank James",1-0,USA m,New York,1909.??.??,1909,C62,"Ruy Lopez, Old Steinitz Defense",75
Jose Raul Capablanca,black,"Marshall, Frank James",1-0,USA m,New York,1909.??.??,1909,D53,"QGD, Lasker Defense",49
Jose Raul Capablanca,white,"Marshall, Frank James",1-0,USA m,New York,1909.??.??,1909,C62,"Ruy Lopez, Old Steinitz Defense",61
Jose Raul Capablanca,black,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,D53,"QGD, Lasker Defense",134
Jose Raul Capablanca,white,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,C63,"Ruy Lopez, Schliemann Defense",98
Jose Raul Capablanca,black,"Marshall, Frank James",0-1,USA m,New York,1909.??.??,1909,D53,"QGD, Lasker Defense",86
Jose Raul Capablanca,white,"Marshall, Frank James",1-0,USA m,New York,1909.??.??,1909,C63,"Ruy Lopez, Schliemann Defense",109
Jose Raul Capablanca,black,"Marshall, Frank James",0-1,USA m,New York,1909.??.??,1909,D53,"QGD, Lasker Defense",98
Jose Raul Capablanca,white,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,C74,"Ruy Lopez, Modern Steinitz Defense, Fianchetto",61
Jose Raul Capablanca,black,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,D53,"QGD, Lasker Defense",61
Jose Raul Capablanca,white,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,C49,"Four Knights, Double Ruy Lopez",112
Jose Raul Capablanca,black,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,C49,"Four Knights, Double Ruy Lopez",90
Jose Raul Capablanca,white,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,C49,"Four Knights, Double Ruy Lopez",47
Jose Raul Capablanca,black,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,D00,Queen’s Pawn Game,30
Jose Raul Capablanca,white,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,C42,Petrov’s Defense,50
Jose Raul Capablanca,black,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,D53,"QGD, Lasker Defense",77
Jose Raul Capablanca,white,"Marshall, Frank James",1/2-1/2,USA m,New York,1909.??.??,1909,C42,Petrov’s Defense,49
Jose Raul Capablanca,black,"Marshall, Frank James",0-1,USA m,New York,1909.??.??,1909,D34,"Queen’s Gambit Declined, Vienna Variation",98
Jose Raul Capablanca,white,"Marshall, Frank James",1-0,New York,New York,1910.??.??,1910,C42,Petrov’s Defense,85
Jose Raul Capablanca,white,"Jaffe, Charles",1-0,New York,New York,1910.??.??,1910,D46,"Semi-Slav, Meran Variation",39
Jose Raul Capablanca,white,"Munoz Ximenez, R.",1-0,Montevideo sim,Montevideo,1911.??.??,1911,C28,"Vienna Game, Vienna Gambit",69
Jose Raul Capablanca,white,"Rivas Costa, Santiago",1/2-1/2,Montevideo sim,Montevideo,1911.??.??,1911,A83,"Dutch Defense, Staunton Gambit",94
Jose Raul Capablanca,black,"Berasain, Jose",1/2-1/2,Montevideo sim,Montevideo,1911.??.??,1911,C84,"Ruy Lopez, Closed",34
Jose Raul Capablanca,white,"Morris, WR.",1-0,New York,New York,1911.??.??,1911,B40,Sicilian Defense,53
Jose Raul Capablanca,black,"Jaffe, Charles",1/2-1/2,New York,New York,1911.??.??,1911,D13,"Slav Defense, Exchange Variation",100
Jose Raul Capablanca,white,"Black, Roy Turnbull",0-1,New York,New York,1911.??.??,1911,B20,Sicilian Defense,86
Jose Raul Capablanca,black,"Marshall, Frank James",1/2-1/2,New York,New York,1911.??.??,1911,D00,Queen’s Pawn Game,76
Jose Raul Capablanca,white,"Hodges, Albert Beauregard",1-0,New York,New York,1911.??.??,1911,C66,"Ruy Lopez, Berlin Defense, Classical Variation",99
Jose Raul Capablanca,black,"Chajes, Oscar",1/2-1/2,New York,New York,1911.??.??,1911,D00,Queen’s Pawn Game,136
Jose Raul Capablanca,white,"Tennenwurzel, Edward",1-0,New York,New York,1911.??.??,1911,C01,"French Defense, Exchange Variation",71
Jose Raul Capablanca,black,"Kreymbourg, Alfred",0-1,New York,New York,1911.??.??,1911,D00,Queen’s Pawn Game,74
Jose Raul Capablanca,white,"Walcott, G.",1-0,New York,New York,1911.??.??,1911,C77,"Ruy Lopez, Anderssen Variation",73
Jose Raul Capablanca,black,"Smith, Murray",0-1,New York,New York,1911.??.??,1911,B18,"Caro-Kann Defense, Classical",50
Jose Raul Capablanca,white,"Baird, David Graham",1-0,New York,New York,1911.??.??,1911,C77,"Ruy Lopez, Anderssen Variation",99
Jose Raul Capablanca,black,"Johner, Paul F",0-1,New York,New York,1911.??.??,1911,D46,"Semi-Slav, Meran Variation",98
Jose Raul Capablanca,black,"Podhajsky, J.",0-1,Prague sim,Prague,1911.??.??,1911,A85,"Dutch Defense, Rubinstein Variation",62
Jose Raul Capablanca,black,"Tuka, O.",1-0,Prague sim,Prague,1911.??.??,1911,C12,"French Defense, MacCutcheon Variation",55
Jose Raul Capablanca,white,"Koksal, J.",0-1,Prague sim,Prague,1911.??.??,1911,C41,Philidor Defense,56
Jose Raul Capablanca,white,"Bernstein, Ossip",1-0,San Sebastian,San Sebastian,1911.??.??,1911,C66,"Ruy Lopez, Berlin Defense, Classical Variation",67
Jose Raul Capablanca,black,"Marshall, Frank James",1/2-1/2,San Sebastian,San Sebastian,1911.??.??,1911,D13,"Slav Defense, Exchange Variation",63
Jose Raul Capablanca,white,"Burn, Amos",1-0,San Sebastian,San Sebastian,1911.??.??,1911,C77,"Ruy Lopez, Anderssen Variation",91
Jose Raul Capablanca,black,"Tarrasch, Siegbert",1/2-1/2,San Sebastian,San Sebastian,1911.??.??,1911,C54,Giuoco Piano,76
Jose Raul Capablanca,white,"Janowsky, Dawid Markelowicz",1-0,San Sebastian,San Sebastian,1911.??.??,1911,D40,"QGD, Semi-Tarrasch Defense",131
Jose Raul Capablanca,black,"Leonhardt, Paul Saladin",0-1,San Sebastian,San Sebastian,1911.??.??,1911,D40,"QGD, Semi-Tarrasch Defense",122
Jose Raul Capablanca,white,"Duras, Oldrich",1/2-1/2,San Sebastian,San Sebastian,1911.??.??,1911,D37,"QGD, Exchange, Classical",58
Jose Raul Capablanca,black,"Nimzowitsch, Aaron ",0-1,San Sebastian,San Sebastian,1911.??.??,1911,C00,French Defense,66
Jose Raul Capablanca,white,"Schlechter, Carl",1/2-1/2,San Sebastian,San Sebastian,1911.??.??,1911,D12,"Slav Defense, 4.e3",63
Jose Raul Capablanca,black,"Maroczy, Geza",1/2-1/2,San Sebastian,San Sebastian,1911.??.??,1911,C12,"French Defense, MacCutcheon Variation",39
Jose Raul Capablanca,white,"Spielmann, Rudolf",1-0,San Sebastian,San Sebastian,1911.??.??,1911,D04,"Queen’s Pawn Game, Colle System",59
Jose Raul Capablanca,black,"Rubinstein, Akiba",1-0,San Sebastian,San Sebastian,1911.??.??,1911,D33,"Queen’s Gambit Declined, Tarrasch, 4...c5",83
Jose Raul Capablanca,white,"Teichmann, Richard",1/2-1/2,San Sebastian,San Sebastian,1911.??.??,1911,C49,"Four Knights, Double Ruy Lopez",16
Jose Raul Capablanca,black,"Vidmar, Milan Sr",1/2-1/2,San Sebastian,San Sebastian,1911.??.??,1911,D40,"QGD, Semi-Tarrasch Defense",40
Jose Raul Capablanca,white,"Chajes, Oscar",1-0,Havana,Havana,1913.??.??,1913,C66,"Ruy Lopez, Berlin Defense, Classical Variation",77
Jose Raul Capablanca,white,"Corzo y Prinzipe, Juan",1-0,Havana,Havana,1913.??.??,1913,C80,"Ruy Lopez, Open Variation",69
Jose Raul Capablanca,white,"Blanco Estera, Rafael",1-0,Havana,Havana,1913.??.??,1913,C10,"French Defense, Rubinstein Variation",65
Jose Raul Capablanca,white,"Jaffe, Charles",1-0,Havana,Havana,1913.??.??,1913,C49,"Four Knights, Double Ruy Lopez",97
Jose Raul Capablanca,white,"Janowsky, Dawid Markelowicz",1-0,Havana,Havana,1913.??.??,1913,C66,"Ruy Lopez, Berlin Defense, Classical Variation",103
Jose Raul Capablanca,white,"Kupchik, Abraham",1-0,Havana,Havana,1913.??.??,1913,C49,"Four Knights, Double Ruy Lopez",135
Jose Raul Capablanca,white,"Marshall, Frank James",0-1,Havana,Havana,1913.??.??,1913,C42,Petrov’s Defense,106
Jose Raul Capablanca,black,"Chajes, Oscar",1/2-1/2,Havana,Havana,1913.??.??,1913,A46,"Queen's Pawn Game, Torre Attack",83
Jose Raul Capablanca,black,"Corzo y Prinzipe, Juan",0-1,Havana,Havana,1913.??.??,1913,A53,Old Indian Defense,74
Jose Raul Capablanca,black,"Blanco Estera, Rafael",0-1,Havana,Havana,1913.??.??,1913,C52,"Evans Gambit, Pierce Defense",76
Jose Raul Capablanca,black,"Janowsky, Dawid Markelowicz",1-0,Havana,Havana,1913.??.??,1913,A46,"Queen's Pawn Game, Torre Attack",99
Jose Raul Capablanca,black,"Kupchik, Abraham",1/2-1/2,Havana,Havana,1913.??.??,1913,C46,Three Knights / Four Knights Hybrid,103
Jose Raul Capablanca,black,"Marshall, Frank James",1/2-1/2,Havana,Havana,1913.??.??,1913,A46,"Queen's Pawn Game, Torre Attack",72
Jose Raul Capablanca,black,"Jaffe, Charles",1/2-1/2,Havana,Havana,1913.??.??,1913,D37,"QGD, Exchange, Classical",84
Jose Raul Capablanca,black,"Beihoff, G.",0-1,New York Rice,New York,1913.??.??,1913,C24,"Bishop’s Opening, Berlin Defense",48
Jose Raul Capablanca,black,"Marder, A.",0-1,New York Rice,New York,1913.??.??,1913,C90,"Ruy Lopez, Closed",78
Jose Raul Capablanca,white,"Adair, G.",1-0,New York Rice,New York,1913.??.??,1913,D00,Queen’s Pawn Game,49
Jose Raul Capablanca,white,"Grommer, Jacques",1-0,New York Rice,New York,1913.??.??,1913,C00,French Defense,87
Jose Raul Capablanca,black,"Kupchik, Abraham",0-1,New York Rice,New York,1913.??.??,1913,D25,"Queen’s Gambit Accepted, 5.e3",120
Jose Raul Capablanca,white,"Chajes, Oscar",1-0,New York Rice,New York,1913.??.??,1913,C84,"Ruy Lopez, Closed",63
Jose Raul Capablanca,white,"Bernstein, Jacob",1-0,New York Rice,New York,1913.??.??,1913,D05,"Queen’s Pawn Game, Zukertort Variation",57
Jose Raul Capablanca,black,"Duras, Oldrich",0-1,New York Rice,New York,1913.??.??,1913,D26,"Queen’s Gambit Accepted, 6.Qc2",150
Jose Raul Capablanca,white,"Black, Roy Turnbull",1-0,New York Rice,New York,1913.??.??,1913,C42,Petrov’s Defense,29
Jose Raul Capablanca,white,"Liebenstein, H.",1-0,New York National,New York,1913.??.??,1913,C46,Three Knights / Four Knights Hybrid,51
Jose Raul Capablanca,black,"Whitaker, Norman",0-1,New York National,New York,1913.??.??,1913,D00,Queen’s Pawn Game,132
Jose Raul Capablanca,white,"Janowsky, Dawid Markelowicz",1-0,New York National,New York,1913.??.??,1913,C48,"Four Knights, Spanish Variation",107
Jose Raul Capablanca,black,"Morrison, John Stuart",0-1,New York National,New York,1913.??.??,1913,A41,Old Indian Defense,48
Jose Raul Capablanca,white,"Tennenwurzel, Edward",1-0,New York National,New York,1913.??.??,1913,C49,"Four Knights, Double Ruy Lopez",69
Jose Raul Capablanca,black,"Rubinstein, Solomon",0-1,New York National,New York,1913.??.??,1913,A55,Old Indian Defense,62
Jose Raul Capablanca,black,"Kline, Harry",0-1,New York National,New York,1913.??.??,1913,A46,"Queen's Pawn Game, Torre Attack",102
Jose Raul Capablanca,white,"Kupchik, Abraham",1-0,New York National,New York,1913.??.??,1913,C49,"Four Knights, Double Ruy Lopez",79
Jose Raul Capablanca,black,"Zapoleon, LB.",0-1,New York National,New York,1913.??.??,1913,A41,Old Indian Defense,54
Jose Raul Capablanca,black,"Stapfer, John",0-1,New York National,New York,1913.??.??,1913,D45,"Semi-Slav, Anti-Meran",92
Jose Raul Capablanca,white,"Jaffe, Charles",0-1,New York National,New York,1913.??.??,1913,C49,"Four Knights, Double Ruy Lopez",62
Jose Raul Capablanca,black,"Chajes, Oscar",1/2-1/2,New York National,New York,1913.??.??,1913,A46,"Queen's Pawn Game, Torre Attack",44
Jose Raul Capablanca,white,"Marshall, Frank James",1/2-1/2,New York National,New York,1913.??.??,1913,C01,"French Defense, Exchange Variation",35
Jose Raul Capablanca,white,"Alekhine, Alexander",1-0,St Petersburg exhibition,St Petersburg,1913.??.??,1913,D30,Queen’s Gambit Declined,69
Jose Raul Capablanca,black,"Alekhine, Alexander",0-1,St Petersburg exhibition,St Petersburg,1913.??.??,1913,C90,"Ruy Lopez, Closed",84
Jose Raul Capablanca,white,"Dus Chotimirsky, Fedor Ivanovich",1-0,St Petersburg exhibition,St Petersburg,1913.??.??,1913,C90,"Ruy Lopez, Closed",75
Jose Raul Capablanca,white,"Znosko Borovsky, Eugene ",0-1,St Petersburg exhibition,St Petersburg,1913.??.??,1913,C12,"French Defense, MacCutcheon Variation",82
Jose Raul Capablanca,black,"Dus Chotimirsky, Fedor Ivanovich",0-1,St Petersburg exhibition,St Petersburg,1913.??.??,1913,D02,"Queen’s Pawn Game, London System",54
Jose Raul Capablanca,black,"Znosko Borovsky, Eugene ",0-1,St Petersburg exhibition,St Petersburg,1913.??.??,1913,C90,"Ruy Lopez, Closed",74
Jose Raul Capablanca,black,"Rubinstein, Akiba",1/2-1/2,St Petersburg prel,St Petersburg,1914.??.??,1914,D64,"Orthodox Defense, Rubinstein, 7.Qc2",76
Jose Raul Capablanca,black,"Nimzowitsch, Aaron ",0-1,St Petersburg prel,St Petersburg,1914.??.??,1914,C62,"Ruy Lopez, Old Steinitz Defense",83
Jose Raul Capablanca,white,"Lasker, Emanuel",1/2-1/2,St Petersburg prel,St Petersburg,1914.??.??,1914,C49,"Four Knights, Double Ruy Lopez",98
Jose Raul Capablanca,black,"Tarrasch, Siegbert",1/2-1/2,St Petersburg prel,St Petersburg,1914.??.??,1914,C77,"Ruy Lopez, Anderssen Variation",117
Jose Raul Capablanca,black,"Alekhine, Alexander",0-1,St Petersburg prel,St Petersburg,1914.??.??,1914,C66,"Ruy Lopez, Berlin Defense, Classical Variation",70
Jose Raul Capablanca,black,"Gunsberg, Isidor",0-1,St Petersburg prel,St Petersburg,1914.??.??,1914,C33,King’s Gambit Accepted,52
Jose Raul Capablanca,white,"Marshall, Frank James",1/2-1/2,St Petersburg prel,St Petersburg,1914.??.??,1914,C42,Petrov’s Defense,68
Jose Raul Capablanca,white,"Marshall, Frank James",1-0,St Petersburg f,St Petersburg,1914.??.??,1914,C42,Petrov’s Defense,121
Jose Raul Capablanca,white,"Janowsky, Dawid Markelowicz",1-0,St Petersburg prel,St Petersburg,1914.??.??,1914,C68,"Ruy Lopez, Exchange Variation",61
Jose Raul Capablanca,white,"Blackburne, Joseph Henry",1-0,St Petersburg prel,St Petersburg,1914.??.??,1914,C61,"Ruy Lopez, Bird Defense",61
Jose Raul Capablanca,white,"Bernstein, Ossip",1-0,St Petersburg prel,St Petersburg,1914.??.??,1914,D52,"QGD, Cambridge Springs Defense",91
Jose Raul Capablanca,black,"Alekhine, Alexander",1/2-1/2,St Petersburg f,St Petersburg,1914.??.??,1914,C48,"Four Knights, Spanish Variation",52
Jose Raul Capablanca,white,"Alekhine, Alexander",1-0,St Petersburg f,St Petersburg,1914.??.??,1914,C11,"French Defense, Steinitz Variation",89
Jose Raul Capablanca,white,"Lasker, Emanuel",1/2-1/2,St Petersburg f,St Petersburg,1914.??.??,1914,C80,"Ruy Lopez, Open Variation",200
Jose Raul Capablanca,white,"Tarrasch, Siegbert",0-1,St Petersburg f,St Petersburg,1914.??.??,1914,C49,"Four Knights, Double Ruy Lopez",164
Jose Raul Capablanca,black,"Lasker, Emanuel",1-0,St Petersburg f,St Petersburg,1914.??.??,1914,C68,"Ruy Lopez, Exchange Variation",83
Jose Raul Capablanca,black,"Marshall, Frank James",0-1,St Petersburg f,St Petersburg,1914.??.??,1914,C01,"French Defense, Exchange Variation",122
Jose Raul Capablanca,black,"Tarrasch, Siegbert",0-1,St Petersburg f,St Petersburg,1914.??.??,1914,C84,"Ruy Lopez, Closed",70
Jose Raul Capablanca,black,"Kaufmann, Arthur",0-1,Vienna,Vienna,1914.??.??,1914,C01,"French Defense, Exchange Variation",94
Jose Raul Capablanca,white,"Reti, Richard",1-0,Vienna,Vienna,1914.??.??,1914,C67,"Ruy Lopez, Berlin Defense, Mortimer Trap",95
Jose Raul Capablanca,white,"Kaufmann, Arthur",1-0,Vienna exhibition,Vienna,1914.??.??,1914,C01,"French Defense, Exchange Variation",94
Jose Raul Capablanca,white,"Tartakower, Saviely",1/2-1/2,Vienna exhibition,Vienna,1914.??.??,1914,B42,"Sicilian Defense, Paulsen, Kan",71
Jose Raul Capablanca,black,"Lasker, Edward",0-1,New York,New York,1915.??.??,1915,D38,"QGD, Ragozin Variation",80
Jose Raul Capablanca,white,"Marshall, Frank James",1/2-1/2,New York,New York,1915.??.??,1915,C42,Petrov’s Defense,60
Jose Raul Capablanca,black,"Bernstein, Jacob",0-1,New York,New York,1915.??.??,1915,C48,"Four Knights, Spanish Variation",178
Jose Raul Capablanca,white,"Michelsen, Einar",1-0,New York,New York,1915.??.??,1915,C42,Petrov’s Defense,57
Jose Raul Capablanca,white,"Chajes, Oscar",1-0,New York,New York,1915.??.??,1915,C83,"Ruy Lopez, Open Variation, 9.Be3",95
Jose Raul Capablanca,black,"Hodges, Albert Beauregard",0-1,New York,New York,1915.??.??,1915,D52,"QGD, Cambridge Springs Defense",86
Jose Raul Capablanca,white,"Kupchik, Abraham",1-0,New York,New York,1915.??.??,1915,C90,"Ruy Lopez, Closed",89
Jose Raul Capablanca,white,"Lasker, Edward",1-0,New York,New York,1915.??.??,1915,C80,"Ruy Lopez, Open Variation",137
Jose Raul Capablanca,black,"Marshall, Frank James",1/2-1/2,New York,New York,1915.??.??,1915,D63,"QGD, Orthodox, Rubinstein",62
Jose Raul Capablanca,white,"Bernstein, Jacob",1-0,New York,New York,1915.??.??,1915,C90,"Ruy Lopez, Closed",105
Jose Raul Capablanca,black,"Michelsen, Einar",0-1,New York,New York,1915.??.??,1915,B01,Scandinavian Defense,92
Jose Raul Capablanca,black,"Chajes, Oscar",0-1,New York,New York,1915.??.??,1915,B01,Scandinavian Defense,60
Jose Raul Capablanca,white,"Hodges, Albert Beauregard",1-0,New York,New York,1915.??.??,1915,C66,"Ruy Lopez, Berlin Defense, Classical Variation",63
Jose Raul Capablanca,black,"Kupchik, Abraham",0-1,New York,New York,1915.??.??,1915,C01,"French Defense, Exchange Variation",100
Jose Raul Capablanca,white,"Black, Roy Turnbull",1-0,New York Rice prel,New York,1916.??.??,1916,C87,"Ruy Lopez, Closed",125
Jose Raul Capablanca,white,"Kostic, Boris",1/2-1/2,New York Rice f,New York,1916.??.??,1916,C01,"French Defense, Exchange Variation",112
Jose Raul Capablanca,black,"Chajes, Oscar",1-0,New York Rice f,New York,1916.??.??,1916,C12,"French Defense, MacCutcheon Variation",131
Jose Raul Capablanca,black,"Banks, Newell",0-1,New York Rice prel,New York,1916.??.??,1916,C68,"Ruy Lopez, Exchange Variation",110
Jose Raul Capablanca,white,"Janowsky, Dawid Markelowicz",1-0,New York Rice prel,New York,1916.??.??,1916,D11,"Slav Defense, 3.Nf3",165
Jose Raul Capablanca,black,"Janowsky, Dawid Markelowicz",0-1,New York Rice f,New York,1916.??.??,1916,D15,"Slav Defense, Schlechter Variation",92
Jose Raul Capablanca,black,"Kupchik, Abraham",1/2-1/2,New York Rice f,New York,1916.??.??,1916,D63,"QGD, Orthodox, Rubinstein",60
Jose Raul Capablanca,white,"Chajes, Oscar",1-0,New York Rice prel,New York,1916.??.??,1916,C83,"Ruy Lopez, Open Variation, 9.Be3",119
Jose Raul Capablanca,black,"Fox, Albert Whiting",0-1,New York Rice prel,New York,1916.??.??,1916,C68,"Ruy Lopez, Exchange Variation",106
Jose Raul Capablanca,white,"Kupchik, Abraham",1-0,New York Rice prel,New York,1916.??.??,1916,D63,"QGD, Orthodox, Rubinstein",65
Jose Raul Capablanca,black,"Bernstein, Jacob",0-1,New York Rice prel,New York,1916.??.??,1916,C49,"Four Knights, Double Ruy Lopez",78
Jose Raul Capablanca,white,"Hodges, Albert Beauregard",1-0,New York Rice prel,New York,1916.??.??,1916,C83,"Ruy Lopez, Open Variation, 9.Be3",79
Jose Raul Capablanca,black,"Rosenthal, Jacob Carl",1/2-1/2,New York Rice prel,New York,1916.??.??,1916,D37,"QGD, Exchange, Classical",61
Jose Raul Capablanca,white,"Schroeder, A.",1-0,New York Rice prel,New York,1916.??.??,1916,D63,"QGD, Orthodox, Rubinstein",59
Jose Raul Capablanca,black,"Kostic, Boris",1/2-1/2,New York Rice prel,New York,1916.??.??,1916,D12,"Slav Defense, 4.e3",99
Jose Raul Capablanca,white,"Perkins, CF.",1-0,New York Rice prel,New York,1916.??.??,1916,D64,"Orthodox Defense, Rubinstein, 7.Qc2",63
Jose Raul Capablanca,black,"Tennenwurzel, Edward",0-1,New York Rice prel,New York,1916.??.??,1916,A53,Old Indian Defense,58
Jose Raul Capablanca,white,"Chajes, Oscar",1-0,New York,New York,1918.??.??,1918,C10,"French Defense, Rubinstein Variation",89
Jose Raul Capablanca,white,"Janowsky, Dawid Markelowicz",1-0,New York,New York,1918.??.??,1918,D30,Queen’s Gambit Declined,59
Jose Raul Capablanca,white,"Black, Roy Turnbull",1-0,New York,New York,1918.??.??,1918,C42,Petrov’s Defense,81
Jose Raul Capablanca,white,"Kostic, Boris",1/2-1/2,New York,New York,1918.??.??,1918,C42,Petrov’s Defense,112
Jose Raul Capablanca,white,"Marshall, Frank James",1-0,New York,New York,1918.??.??,1918,C89,"Ruy Lopez, Marshall Gambit",71
Jose Raul Capablanca,white,"Morrison, John Stuart",1-0,New York,New York,1918.??.??,1918,D53,"QGD, Lasker Defense",63
